State,District,State ID,District ID,IMD Code,,,
Uttar Pradesh,Kanpur Nagar,20,2020,20_2020,,,
Uttar Pradesh,Kanshiram Nagar,20,2088,20_2088,,,
Uttar Pradesh,Kaushambi,20,2069,20_2069,,,
Uttar Pradesh,Kushi Nagar (Padrauna),20,2077,20_2077,,,
Uttar Pradesh,Lakhimpur Kheri,20,2042,20_2042,,,
Uttar Pradesh,Lalitpur,20,2023,20_2023,,,
Uttar Pradesh,Lucknow,20,2037,20_2037,,,
Uttar Pradesh,Maharajganj,20,2076,20_2076,,,
Uttar Pradesh,Mahoba,20,2070,20_2070,,,
Uttar Pradesh,Mainpuri,20,2009,20_2009,,,
Uttar Pradesh,Mathura,20,2007,20_2007,,,
Uttar Pradesh,Mau,20,2075,20_2075,,,
Uttar Pradesh,Meerut,20,2003,20_2003,,,
Uttar Pradesh,Mirzapur,20,2029,20_2029,,,
Uttar Pradesh,Moradabad,20,2016,20_2016,,,
Uttar Pradesh,Muzaffarnagar,20,2002,20_2002,,,
Uttar Pradesh,Pilibhit,20,2014,20_2014,,,
Uttar Pradesh,Pratapgarh,20,2047,20_2047,,,
Uttar Pradesh,Prayagraj,20,2022,20_2022,,,
Uttar Pradesh,Raebareli,20,2039,20_2039,,,
Uttar Pradesh,Rampur,20,2017,20_2017,,,
Uttar Pradesh,Saharanpur,20,2001,20_2001,,,
Uttar Pradesh,Sambhal,20,2086,20_2086,,,
Uttar Pradesh,Sant Kabir Nagar,20,2079,20_2079,,,
Uttar Pradesh,Sant Ravidas Nagar,20,2074,20_2074,,,
Uttar Pradesh,Shahjahanpur,20,2013,20_2013,,,
Uttar Pradesh,Shamali,20,2084,20_2084,,,
Uttar Pradesh,Shravasti,20,2082,20_2082,,,
Uttar Pradesh,Siddharth Nagar,20,2078,20_2078,,,
Uttar Pradesh,Sitapur,20,2040,20_2040,,,
Uttar Pradesh,Sonbhadra,20,2073,20_2073,,,
Uttar Pradesh,Sultanpur,20,2046,20_2046,,,
Uttar Pradesh,Unnao,20,2038,20_2038,,,
Uttar Pradesh,Varanasi,20,2028,20_2028,,,
Uttarakhand,Almora,25,2501,25_2501,,,
Uttarakhand,Bageshwar,25,2502,25_2502,,,
Uttarakhand,Chamoli,25,2503,25_2503,,,
Uttarakhand,Champawat,25,2504,25_2504,,,
Uttarakhand,Dehradun,25,2505,25_2505,,,
Uttarakhand,Haridwar,25,2506,25_2506,,,
Uttarakhand,Nainital,25,2507,25_2507,,,
Uttarakhand,Pauri Garhwal,25,2508,25_2508,,,
Uttarakhand,Pithoragarh,25,2509,25_2509,,,
Uttarakhand,Rudraprayag,25,2510,25_2510,,,
Uttarakhand,Tehri Garhwal,25,2511,25_2511,,,
Uttarakhand,Udham Singh Nagar,25,2512,25_2512,,,
Uttarakhand,Uttarkashi,25,2513,25_2513,,,
West Bengal,Alipurduar,21,2104,21_2104,,,
West Bengal,Bankura,21,2114,21_2114,,,
West Bengal,Birbhum,21,2113,21_2113,,,
West Bengal,Cooch Bihar,21,2103,21_2103,,,
West Bengal,Dakshin Dinajpur,21,2119,21_2119,,,
West Bengal,Darjeeling,21,2101,21_2101,,,
West Bengal,Hooghly,21,2111,21_2111,,,
West Bengal,Howrah,21,2110,21_2110,,,
West Bengal,Jalpaiguri,21,2102,21_2102,,,
West Bengal,Jhargram,21,2122,21_2122,,,
West Bengal,Kalimpong,21,2123,21_2123,,,
West Bengal,Malda,21,2105,21_2105,,,
West Bengal,Murshidabad,21,2106,21_2106,,,
West Bengal,Nadia,21,2107,21_2107,,,
West Bengal,North 24 Parganas,21,2108,21_2108,,,
West Bengal,Paschim Bardhaman,21,2124,21_2124,,,
West Bengal,Paschim Medinipur,21,2116,21_2116,,,
West Bengal,Purba Bardhaman,21,2112,21_2112,,,
West Bengal,Purba Medinipur,21,2117,21_2117,,,
West Bengal,Purulia,21,2115,21_2115,,,
West Bengal,South 24 Parganas,21,2109,21_2109,,,
West Bengal,Uttar Dinajpur,21,2118,21_2118,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
